study_accession	sample_accession	analysis_accession	analysis_type	tax_id	scientific_name	submitted_ftp
PRJEB26925	SAMN05826546	ERZ652226	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652226/SRR4305490.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652226/ERZ652226.md5
PRJEB26925	SAMN05826540	ERZ652227	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652227/ERZ652227.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652227/SRR4305483.fasta.gz
PRJEB26925	SAMN05826567	ERZ652228	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652228/SRR4305513.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652228/ERZ652228.md5
PRJEB26925	SAMN05826548	ERZ652229	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652229/ERZ652229.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652229/SRR4305492.fasta.gz
PRJEB26925	SAMN05826733	ERZ652230	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652230/SRR4305196.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652230/ERZ652230.md5
PRJEB26925	SAMN05826510	ERZ652231	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652231/SRR4305188.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652231/ERZ652231.md5
PRJEB26925	SAMN05826884	ERZ652232	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652232/ERZ652232.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652232/SRR4305365.fasta.gz
PRJEB26925	SAMN05826668	ERZ652233	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652233/SRR4305124.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652233/ERZ652233.md5
PRJEB26925	SAMN05826731	ERZ652234	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652234/SRR4305194.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652234/ERZ652234.md5
PRJEB26925	SAMN05826906	ERZ652235	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652235/ERZ652235.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652235/SRR4305392.fasta.gz
PRJEB26925	SAMN05826490	ERZ652236	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652236/SRR4305367.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652236/ERZ652236.md5
PRJEB26925	SAMN05826962	ERZ652237	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652237/ERZ652237.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652237/SRR4305453.fasta.gz
PRJEB26925	SAMN05826984	ERZ652238	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652238/SRR4305477.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652238/ERZ652238.md5
PRJEB26925	SAMN05826586	ERZ652239	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652239/ERZ652239.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652239/SRR4305034.fasta.gz
PRJEB26925	SAMN05826940	ERZ652240	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652240/ERZ652240.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652240/SRR4305429.fasta.gz
PRJEB26925	SAMN05826513	ERZ652241	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652241/SRR4305221.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652241/ERZ652241.md5
PRJEB26925	SAMN05826943	ERZ652242	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652242/SRR4305432.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652242/ERZ652242.md5
PRJEB26925	SAMN05826944	ERZ652243	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652243/SRR4305433.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652243/ERZ652243.md5
PRJEB26925	SAMN05826968	ERZ652244	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652244/SRR4305460.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652244/ERZ652244.md5
PRJEB26925	SAMN05826598	ERZ652245	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652245/SRR4305047.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652245/ERZ652245.md5
PRJEB26925	SAMN05826497	ERZ652246	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652246/ERZ652246.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652246/SRR4305044.fasta.gz
PRJEB26925	SAMN05826829	ERZ652247	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652247/SRR4305304.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652247/ERZ652247.md5
PRJEB26925	SAMN05826910	ERZ652248	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652248/ERZ652248.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652248/SRR4305396.fasta.gz
PRJEB26925	SAMN05826761	ERZ652249	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652249/SRR4305227.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652249/ERZ652249.md5
PRJEB26925	SAMN05826791	ERZ652250	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652250/SRR4305262.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652250/ERZ652250.md5
PRJEB26925	SAMN05826915	ERZ652251	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652251/ERZ652251.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652251/SRR4305401.fasta.gz
PRJEB26925	SAMN05826675	ERZ652252	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652252/SRR4305131.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652252/ERZ652252.md5
PRJEB26925	SAMN05826661	ERZ652253	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652253/SRR4305116.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652253/ERZ652253.md5
PRJEB26925	SAMN05826655	ERZ652254	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652254/ERZ652254.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652254/SRR4305109.fasta.gz
PRJEB26925	SAMN05826744	ERZ652255	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652255/ERZ652255.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652255/SRR4305208.fasta.gz
PRJEB26925	SAMN05826983	ERZ652256	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652256/SRR4305476.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652256/ERZ652256.md5
PRJEB26925	SAMN05826528	ERZ652257	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652257/ERZ652257.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652257/SRR4305391.fasta.gz
PRJEB26925	SAMN05826730	ERZ652258	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652258/SRR4305193.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652258/ERZ652258.md5
PRJEB26925	SAMN05826541	ERZ652259	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652259/ERZ652259.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652259/SRR4305484.fasta.gz
PRJEB26925	SAMN05826808	ERZ652260	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652260/SRR4305281.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652260/ERZ652260.md5
PRJEB26925	SAMN05826642	ERZ652261	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652261/SRR4305095.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652261/ERZ652261.md5
PRJEB26925	SAMN05826728	ERZ652262	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652262/SRR4305191.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652262/ERZ652262.md5
PRJEB26925	SAMN05826763	ERZ652263	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652263/ERZ652263.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652263/SRR4305229.fasta.gz
PRJEB26925	SAMN05826844	ERZ652264	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652264/ERZ652264.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652264/SRR4305321.fasta.gz
PRJEB26925	SAMN05826980	ERZ652265	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652265/SRR4305473.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652265/ERZ652265.md5
PRJEB26925	SAMN05826735	ERZ652266	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652266/ERZ652266.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652266/SRR4305198.fasta.gz
PRJEB26925	SAMN05826828	ERZ652267	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652267/SRR4305303.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652267/ERZ652267.md5
PRJEB26925	SAMN05826632	ERZ652268	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652268/ERZ652268.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652268/SRR4305084.fasta.gz
PRJEB26925	SAMN05826847	ERZ652269	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652269/SRR4305325.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652269/ERZ652269.md5
PRJEB26925	SAMN05826973	ERZ652270	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652270/ERZ652270.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652270/SRR4305465.fasta.gz
PRJEB26925	SAMN05826902	ERZ652271	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652271/SRR4305387.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652271/ERZ652271.md5
PRJEB26925	SAMN05826875	ERZ652272	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652272/ERZ652272.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652272/SRR4305355.fasta.gz
PRJEB26925	SAMN05826934	ERZ652273	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652273/ERZ652273.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652273/SRR4305422.fasta.gz
PRJEB26925	SAMN05826966	ERZ652274	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652274/SRR4305458.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652274/ERZ652274.md5
PRJEB26925	SAMN05826883	ERZ652275	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652275/ERZ652275.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652275/SRR4305364.fasta.gz
PRJEB26925	SAMN05826806	ERZ652276	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652276/SRR4305279.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652276/ERZ652276.md5
PRJEB26925	SAMN05826564	ERZ652277	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652277/ERZ652277.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652277/SRR4305509.fasta.gz
PRJEB26925	SAMN05826517	ERZ652278	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652278/SRR4305267.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652278/ERZ652278.md5
PRJEB26925	SAMN05826580	ERZ652279	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652279/SRR4305527.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652279/ERZ652279.md5
PRJEB26925	SAMN05826749	ERZ652280	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652280/SRR4305214.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652280/ERZ652280.md5
PRJEB26925	SAMN05826657	ERZ652281	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652281/ERZ652281.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652281/SRR4305112.fasta.gz
PRJEB26925	SAMN05826534	ERZ652282	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652282/SRR4305457.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652282/ERZ652282.md5
PRJEB26925	SAMN05826738	ERZ652283	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652283/ERZ652283.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652283/SRR4305202.fasta.gz
PRJEB26925	SAMN05826951	ERZ652284	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652284/SRR4305441.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652284/ERZ652284.md5
PRJEB26925	SAMN05826551	ERZ652285	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652285/ERZ652285.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652285/SRR4305495.fasta.gz
PRJEB26925	SAMN05826576	ERZ652286	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652286/SRR4305523.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652286/ERZ652286.md5
PRJEB26925	SAMN05826487	ERZ652287	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652287/ERZ652287.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652287/SRR4305032.fasta.gz
PRJEB26925	SAMN05826514	ERZ652288	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652288/SRR4305232.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652288/ERZ652288.md5
PRJEB26925	SAMN05826739	ERZ652289	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652289/SRR4305203.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652289/ERZ652289.md5
PRJEB26925	SAMN05826692	ERZ652290	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652290/SRR4305151.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652290/ERZ652290.md5
PRJEB26925	SAMN05826537	ERZ652291	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652291/ERZ652291.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652291/SRR4305480.fasta.gz
PRJEB26925	SAMN05826851	ERZ652292	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652292/SRR4305329.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652292/ERZ652292.md5
PRJEB26925	SAMN05826843	ERZ652293	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652293/ERZ652293.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652293/SRR4305319.fasta.gz
PRJEB26925	SAMN05826720	ERZ652294	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652294/SRR4305182.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652294/ERZ652294.md5
PRJEB26925	SAMN05826848	ERZ652295	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652295/ERZ652295.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652295/SRR4305326.fasta.gz
PRJEB26925	SAMN05826800	ERZ652296	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652296/SRR4305272.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652296/ERZ652296.md5
PRJEB26925	SAMN05826568	ERZ652297	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652297/ERZ652297.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652297/SRR4305514.fasta.gz
PRJEB26925	SAMN05826725	ERZ652298	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652298/SRR4305187.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652298/ERZ652298.md5
PRJEB26925	SAMN05826846	ERZ652299	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652299/ERZ652299.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652299/SRR4305324.fasta.gz
PRJEB26925	SAMN05826507	ERZ652300	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652300/SRR4305155.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652300/ERZ652300.md5
PRJEB26925	SAMN05826870	ERZ652301	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652301/ERZ652301.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652301/SRR4305350.fasta.gz
PRJEB26925	SAMN05826732	ERZ652302	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652302/SRR4305195.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652302/ERZ652302.md5
PRJEB26925	SAMN05826572	ERZ652303	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652303/SRR4305518.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652303/ERZ652303.md5
PRJEB26925	SAMN05826549	ERZ652304	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652304/ERZ652304.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652304/SRR4305493.fasta.gz
PRJEB26925	SAMN05826512	ERZ652305	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652305/SRR4305210.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652305/ERZ652305.md5
PRJEB26925	SAMN05826714	ERZ652306	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652306/SRR4305175.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652306/ERZ652306.md5
PRJEB26925	SAMN05826750	ERZ652307	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652307/ERZ652307.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652307/SRR4305215.fasta.gz
PRJEB26925	SAMN05826607	ERZ652308	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652308/SRR4305057.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652308/ERZ652308.md5
PRJEB26925	SAMN05826896	ERZ652309	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652309/ERZ652309.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652309/SRR4305381.fasta.gz
PRJEB26925	SAMN05826519	ERZ652310	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652310/ERZ652310.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652310/SRR4305289.fasta.gz
PRJEB26925	SAMN05826816	ERZ652311	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652311/SRR4305290.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652311/ERZ652311.md5
PRJEB26925	SAMN05826557	ERZ652313	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652313/ERZ652313.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652313/SRR4305502.fasta.gz
PRJEB26925	SAMN05826518	ERZ652314	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652314/SRR4305278.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652314/ERZ652314.md5
PRJEB26925	SAMN05826892	ERZ652315	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652315/ERZ652315.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652315/SRR4305375.fasta.gz
PRJEB26925	SAMN05826882	ERZ652316	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652316/SRR4305363.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652316/ERZ652316.md5
PRJEB26925	SAMN05826898	ERZ652317	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652317/ERZ652317.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652317/SRR4305383.fasta.gz
PRJEB26925	SAMN05826489	ERZ652318	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652318/SRR4305255.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652318/ERZ652318.md5
PRJEB26925	SAMN05826656	ERZ652319	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652319/ERZ652319.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652319/SRR4305111.fasta.gz
PRJEB26925	SAMN05826912	ERZ652320	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652320/SRR4305398.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652320/ERZ652320.md5
PRJEB26925	SAMN05826873	ERZ652321	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652321/ERZ652321.md5;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652321/SRR4305353.fasta.gz
PRJEB26925	SAMN05826575	ERZ652322	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652322/SRR4305521.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652322/ERZ652322.md5
PRJEB26925	SAMN05826921	ERZ652323	SEQUENCE_ASSEMBLY	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652323/SRR4305408.fasta.gz;ftp.sra.ebi.ac.uk/vol1/ERZ652/ERZ652323/ERZ652323.md5
