Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,title
ERR2493600,r2n1sto1_r2r,AMPLICON,502,46615218,PRJEB20603,SAMEA1045880,24453263,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r2n1,ERC000011,2018-04-03,2018-11-16,ERX2512953,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045880,ERS2352230,ERS2352230,ERP022772,Second daughter ramet roots on the first stolon
ERR2493601,r2n1r02s,AMPLICON,502,83873156,PRJEB20603,SAMEA1045881,43178123,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype r2n1,ERC000011,2018-04-03,2018-11-16,ERX2512954,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045881,ERS2352231,ERS2352231,ERP022772,First Internode on the second stolon of the mother ramet
ERR2493602,r2n1sto2_r1r,AMPLICON,502,45232208,PRJEB20603,SAMEA1045882,23934906,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r2n1,ERC000011,2018-04-03,2018-11-16,ERX2512955,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045882,ERS2352232,ERS2352232,ERP022772,First daughter ramet roots on the second stolon
ERR2493603,r2n1sto2_r1s,AMPLICON,502,61419198,PRJEB20603,SAMEA1045883,30958407,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype r2n1,ERC000011,2018-04-03,2018-11-16,ERX2512956,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045883,ERS2352233,ERS2352233,ERP022772,Internode of the first daughter ramet on the second stolon
ERR2493604,r2n1_sto_2_r2r,AMPLICON,502,44505312,PRJEB20603,SAMEA1045884,23709658,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r2n1,ERC000011,2018-04-03,2018-11-16,ERX2512957,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045884,ERS2352234,ERS2352234,ERP022772,Second daughter ramet roots on the second stolon
ERR2493605,R3n2R0R,AMPLICON,502,87973492,PRJEB20603,SAMEA1045885,46984501,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r3n2,ERC000011,2018-04-03,2018-11-16,ERX2512958,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045885,ERS2352235,ERS2352235,ERP022772,Mother ramet root sample
ERR2493606,r3n2r01s,AMPLICON,502,48348624,PRJEB20603,SAMEA1045886,25763169,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype r3n2,ERC000011,2018-04-03,2018-11-16,ERX2512959,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045886,ERS2352236,ERS2352236,ERP022772,First internode on the first stolon of the mother ramet
ERR2493607,r3n2_sto1_r1r,AMPLICON,502,157445774,PRJEB20603,SAMEA1045887,82433048,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r3n2,ERC000011,2018-04-03,2018-11-16,ERX2512960,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045887,ERS2352237,ERS2352237,ERP022772,First daughter ramet roots on the first stolon
ERR2493608,r3n2sto1r1s,AMPLICON,502,29487480,PRJEB20603,SAMEA1045888,15574701,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype r3n2,ERC000011,2018-04-03,2018-11-16,ERX2512961,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045888,ERS2352238,ERS2352238,ERP022772,Internode of the first daughter ramet on the first stolon
ERR2493609,r3n2_sto1_r2r,AMPLICON,502,37420586,PRJEB20603,SAMEA1045889,20296654,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r3n2,ERC000011,2018-04-03,2018-11-16,ERX2512962,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045889,ERS2352239,ERS2352239,ERP022772,Second daughter ramet roots on the first stolon
ERR2493610,r3n2r02s,AMPLICON,502,29837876,PRJEB20603,SAMEA1045890,16472616,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype r3n2,ERC000011,2018-04-03,2018-11-16,ERX2512963,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045890,ERS2352240,ERS2352240,ERP022772,First Internode on the second stolon of the mother ramet
ERR2493611,r3n2_sto2_r1r,AMPLICON,502,29732958,PRJEB20603,SAMEA1045891,15725660,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r3n2,ERC000011,2018-04-03,2018-11-16,ERX2512964,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045891,ERS2352241,ERS2352241,ERP022772,First daughter ramet roots on the second stolon
ERR2493612,r3n2sto2r1s,AMPLICON,502,30648104,PRJEB20603,SAMEA1045892,16176446,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype r3n2,ERC000011,2018-04-03,2018-11-16,ERX2512965,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:05Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045892,ERS2352242,ERS2352242,ERP022772,Internode of the first daughter ramet on the second stolon
ERR2493613,r3n2sto2_r2r,AMPLICON,502,46439016,PRJEB20603,SAMEA1045893,24910499,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r3n2,ERC000011,2018-04-03,2018-11-16,ERX2512966,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045893,ERS2352243,ERS2352243,ERP022772,Second daughter ramet roots on the second stolon
ERR2493614,r4n1ROR,AMPLICON,502,54964984,PRJEB20603,SAMEA1045894,30069210,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r4n1,ERC000011,2018-04-03,2018-11-16,ERX2512967,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045894,ERS2352244,ERS2352244,ERP022772,Mother ramet root sample
ERR2493615,r4n1r01s,AMPLICON,502,57771164,PRJEB20603,SAMEA1045895,30103323,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype r4n1,ERC000011,2018-04-03,2018-11-16,ERX2512968,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045895,ERS2352245,ERS2352245,ERP022772,First internode on the first stolon of the mother ramet
ERR2493616,r4n1st01_r1r,AMPLICON,502,28880562,PRJEB20603,SAMEA1045896,15238206,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r4n1,ERC000011,2018-04-03,2018-11-16,ERX2512969,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045896,ERS2352246,ERS2352246,ERP022772,First daughter ramet roots on the first stolon
ERR2493617,r4n1_sto1_r1s,AMPLICON,502,43167482,PRJEB20603,SAMEA1045897,22252366,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype r4n1,ERC000011,2018-04-03,2018-11-16,ERX2512970,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045897,ERS2352247,ERS2352247,ERP022772,Internode of the first daughter ramet on the first stolon
ERR2493618,r4n1_sto1_r2r,AMPLICON,502,34969822,PRJEB20603,SAMEA1045898,18954200,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r4n1,ERC000011,2018-04-03,2018-11-16,ERX2512971,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045898,ERS2352248,ERS2352248,ERP022772,Second daughter ramet roots on the first stolon
ERR2493619,r4n1r02s,AMPLICON,502,36320202,PRJEB20603,SAMEA1045899,18896586,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype r4n1,ERC000011,2018-04-03,2018-11-16,ERX2512972,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045899,ERS2352249,ERS2352249,ERP022772,First Internode on the second stolon of the mother ramet
ERR2493620,r4n1_sto2_r1s,AMPLICON,502,31097896,PRJEB20603,SAMEA1045900,16257276,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r4n1,ERC000011,2018-04-03,2018-11-16,ERX2512973,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045900,ERS2352250,ERS2352250,ERP022772,First daughter ramet roots on the second stolon
ERR2493621,r4n1_sto2_r1r,AMPLICON,502,36149020,PRJEB20603,SAMEA1045901,19361328,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype r4n1,ERC000011,2018-04-03,2018-11-16,ERX2512974,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045901,ERS2352251,ERS2352251,ERP022772,Internode of the first daughter ramet on the second stolon
ERR2493622,r4n1_sto2_r2r,AMPLICON,502,27948348,PRJEB20603,SAMEA1045902,14930981,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype r4n1,ERC000011,2018-04-03,2018-11-16,ERX2512975,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045902,ERS2352252,ERS2352252,ERP022772,Second daughter ramet roots on the second stolon
ERR2493623,za1n2R0R,AMPLICON,502,31719372,PRJEB20603,SAMEA1045903,18299637,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za1n2,ERC000011,2018-04-03,2018-11-16,ERX2512976,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045903,ERS2352253,ERS2352253,ERP022772,Mother ramet root sample
ERR2493624,za1n2r01s,AMPLICON,502,46473654,PRJEB20603,SAMEA1045904,25354476,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za1n2,ERC000011,2018-04-03,2018-11-16,ERX2512977,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045904,ERS2352254,ERS2352254,ERP022772,First internode on the first stolon of the mother ramet
ERR2493625,za1n2_sto1_r1r,AMPLICON,502,52675362,PRJEB20603,SAMEA1045905,28594190,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za1n2,ERC000011,2018-04-03,2018-11-16,ERX2512978,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045905,ERS2352255,ERS2352255,ERP022772,First daughter ramet roots on the first stolon
ERR2493626,za1n2_sto1_r1s,AMPLICON,502,83939420,PRJEB20603,SAMEA1045906,44387599,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za1n2,ERC000011,2018-04-03,2018-11-16,ERX2512979,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045906,ERS2352256,ERS2352256,ERP022772,Internode of the first daughter ramet on the first stolon
ERR2493627,za1n2_sto1_r2r,AMPLICON,502,26219460,PRJEB20603,SAMEA1045907,14158705,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za1n2,ERC000011,2018-04-03,2018-11-16,ERX2512980,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045907,ERS2352257,ERS2352257,ERP022772,Second daughter ramet roots on the first stolon
ERR2493628,za1n2r02s,AMPLICON,502,46189522,PRJEB20603,SAMEA1045908,26216346,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za1n2,ERC000011,2018-04-03,2018-11-16,ERX2512981,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045908,ERS2352258,ERS2352258,ERP022772,First Internode on the second stolon of the mother ramet
ERR2493629,za1n2_sto2_r1r,AMPLICON,502,33220854,PRJEB20603,SAMEA1045909,18040909,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za1n2,ERC000011,2018-04-03,2018-11-16,ERX2512982,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045909,ERS2352259,ERS2352259,ERP022772,First daughter ramet roots on the second stolon
ERR2493630,za1n2sto2r1s,AMPLICON,502,38687132,PRJEB20603,SAMEA1045910,20833491,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za1n2,ERC000011,2018-04-03,2018-11-16,ERX2512983,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045910,ERS2352260,ERS2352260,ERP022772,Internode of the first daughter ramet on the second stolon
ERR2493631,za1n2_sto2_r2r,AMPLICON,502,65658588,PRJEB20603,SAMEA1045911,35135372,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za1n2,ERC000011,2018-04-03,2018-11-16,ERX2512984,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045911,ERS2352261,ERS2352261,ERP022772,Second daughter ramet roots on the second stolon
ERR2493632,za3n1ROR,AMPLICON,502,52328480,PRJEB20603,SAMEA1045912,29216387,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za3n1,ERC000011,2018-04-03,2018-11-16,ERX2512985,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045912,ERS2352262,ERS2352262,ERP022772,Mother ramet root sample
ERR2493633,za3n1r01s,AMPLICON,502,64927676,PRJEB20603,SAMEA1045913,35209392,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za3n1,ERC000011,2018-04-03,2018-11-16,ERX2512986,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045913,ERS2352263,ERS2352263,ERP022772,First internode on the first stolon of the mother ramet
ERR2493634,za3n1_sto1_r1r,AMPLICON,502,42462172,PRJEB20603,SAMEA1045914,23452904,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za3n1,ERC000011,2018-04-03,2018-11-16,ERX2512987,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045914,ERS2352264,ERS2352264,ERP022772,First daughter ramet roots on the first stolon
ERR2493635,za3n1sto1r1s,AMPLICON,502,27678272,PRJEB20603,SAMEA1045915,15042091,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za3n1,ERC000011,2018-04-03,2018-11-16,ERX2512988,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045915,ERS2352265,ERS2352265,ERP022772,Internode of the first daughter ramet on the first stolon
ERR2493636,za3n1_sto1_r2r,AMPLICON,502,27559800,PRJEB20603,SAMEA1045916,15309380,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za3n1,ERC000011,2018-04-03,2018-11-16,ERX2512989,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045916,ERS2352266,ERS2352266,ERP022772,Second daughter ramet roots on the first stolon
ERR2493637,za3n1r02s,AMPLICON,502,45063536,PRJEB20603,SAMEA1045917,25255314,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za3n1,ERC000011,2018-04-03,2018-11-16,ERX2512990,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045917,ERS2352267,ERS2352267,ERP022772,First Internode on the second stolon of the mother ramet
ERR2493638,za3n1_sto2_r1r,AMPLICON,502,36851318,PRJEB20603,SAMEA1045918,20179536,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za3n1,ERC000011,2018-04-03,2018-11-16,ERX2512991,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045918,ERS2352268,ERS2352268,ERP022772,First daughter ramet roots on the second stolon
ERR2493639,za3n1_sto2_r2r,AMPLICON,502,34719324,PRJEB20603,SAMEA1045919,19306191,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za3n1,ERC000011,2018-04-03,2018-11-16,ERX2512992,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045919,ERS2352269,ERS2352269,ERP022772,Internode of the first daughter ramet on the second stolon
ERR2493640,za3n1_sto2_r1s,AMPLICON,502,41913988,PRJEB20603,SAMEA1045920,23091342,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za3n1,ERC000011,2018-04-03,2018-11-16,ERX2512993,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045920,ERS2352270,ERS2352270,ERP022772,Second daughter ramet roots on the second stolon
